Timestamp,I am 18+ and consent to take part. I understand anomymised data will be published openly,Please enter your prolific ID (this is required to receive payment),Which of the following best describes your current work status? ,"Do you use any AI-powered tools or features in your work or daily life?  (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search)? ","How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",Using AI tools influences my emotional state. ,I sometimes feel emotionally flat or neutral after using AI-powered tools. ,I feel more emotionally drained after long or repeated use of AI tools ,AI tools sometimes give me a sense of relief or support when I feel overloaded. ,My mood can shift quickly during or after using AI tools and chats. ,Using AI-powered tools influences how I see myself and my abilities. ,I sometimes question what is genuinely “mine” versus shaped by suggestions from AI tools. ,AI tools affect how authentic my work or ideas feel. ,I sometimes feel less connected to my real self when I rely heavily on AI tools. ,I worry that regular use of AI systems may blur or weaken parts of my identity. ,AI tools influence how creative I feel. ,I rely on AI tools to spark ideas or creative directions. ,My creative work feels less original when AI tools are involved. ,AI tools help me express ideas more clearly or fluidly. ,AI tools make creative work easier but sometimes less meaningful. ,AI systems influence the way I think internally. ,They affect how deeply I engage with my own thoughts. ,They shape what I focus on or pay attention to. ,They influence how I process problems or decisions. ,AI systems affect my sense of meaning or purpose in some tasks. ,I use AI tools to check whether my thoughts or opinions are correct. ,I use AI tools in ways that reinforce my existing beliefs about a topic. ,I rely on AI tools to help me evaluate or question my thinking. ,I rely on digital tools or AI to validate my thinking rather than explore alternative perspectives.  ,AI tools influence how meaningful certain tasks or activities feel. ,Relying on AI systems can make me feel less connected to my core values. ,"AI systems sometimes affect my sense of authenticity in how I think, work, or express myself ",How have AI tools influenced your emotions or inner experience? ,How have AI tools influenced your creativity or originality? ,What is your age group?,Country of residence,Which of the following best describes your gender?
19/11/2025 19:40:25,Yes,5cd08e2ff59e0a0013563602,Employed full time,Yes,Often,1,1,1,1,1,6,4,7,1,1,7,7,1,6,1,7,7,7,6,6,7,7,4,4,6,2,7,They make me feel positive,They help me expand what I can do and accomplish,35 - 44,US,Man
19/11/2025 19:40:26,Yes,6915326f45b0f1fe962621fa,Employed part-time,Yes,Often,4,3,3,5,4,4,3,3,2,3,4,2,4,5,4,3,2,5,4,4,4,5,3,5,5,4,3,It has brightened my mood on some occassions ,In some instances it has help me see how creative i can get,35 - 44,Canada,Man
19/11/2025 19:40:38,Yes,597f88ce7b7b850001fa4f3d,Not currently working,No,Never,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,4,1,They have not influenced either,They have not influenced either,Over 65,UK,Woman
19/11/2025 19:40:40,Yes,65a7027c88eae2b9a68ae596,Employed full time,Yes,Everyday,5,3,3,6,5,5,6,6,3,3,4,7,4,7,5,5,5,6,4,5,4,5,5,4,6,6,6,AI has helped me feel more competent with emotionally uplifts me and makes me feel worthy.,AI has given me ideas that have made me continue thinking creatively and getting me unstuck overall.,45 - 54,US,Woman
19/11/2025 19:40:41,Yes,6609a35ed745fef53c0c1034,Not currently working,Yes,Often,2,2,3,4,1,3,3,5,2,2,4,7,5,5,4,3,3,3,4,4,1,4,2,3,4,2,4,I dont think they've really affected my emotions too much. Maybe I'm a little less social. ,"Well I dont feel like I was too creative to begin with so it definitely makes me feel more creative, even if i know i didn't come up with the idea.",35 - 44,US,Woman
19/11/2025 19:40:42,Yes,676a8539e99761dc2776e0be,Employed part-time,No,Sometimes,4,4,1,7,1,5,5,7,4,1,5,4,7,7,4,7,4,4,7,7,7,4,7,4,7,3,7,"It makes me feel the work was not from me, emotionally feeling incompetent most times i use AI","It has influence me in a minor way, sometimes i see the originality of my work doesn't belong to me when  used  AI tools, and sometimes i see it as an equal creativity between me and the AI tool, i will say minor influence to me because of this reason.",55 - 65,UK,Woman
19/11/2025 19:40:44,Yes,561f684fed6e5a000dc7e878,Employed full time,Yes,Very often,4,3,2,7,4,6,7,5,3,5,5,7,7,7,3,5,5,6,5,3,5,6,6,2,6,5,2,I always have to question what my own answers were before and after the results,It is able to help me think deeper,35 - 44,UK,Man
19/11/2025 19:40:45,Yes,666445e5b72745f04a4f57d6,Employed full time,Yes,Sometimes,5,5,4,5,5,3,3,4,3,2,6,5,5,4,5,3,1,2,2,3,1,5,2,3,4,3,4,"I have discussed anxiety with an AI, it was interesting and thought provoking, like having a counselor on hand. ","I have discussed ideas and theories, the discussion isore than a sounding board and challengesmy perspective. ",45 - 54,UK,Man
19/11/2025 19:40:50,Yes,5abc3250a3ba7a0001b44c37,Employed full time,Yes,Very often,5,4,4,4,5,4,5,3,3,4,3,3,3,6,5,4,4,3,3,4,5,2,3,4,5,6,4,It makes me feel like I have a support system and can express my emotions more easily.,It allows me to create ideas that I never would have thought of. ,25 - 34,US,Man
19/11/2025 19:40:51,Yes,671038fb26ff82aa6081d040,Not currently working,No,Occasionally,5,3,4,5,4,4,3,5,5,4,5,5,6,5,7,5,5,4,5,5,6,6,4,4,4,5,5,Makes me feel like I have someone to turn to,Probably lessened my originaity,55 - 65,UK,Man
19/11/2025 19:40:54,Yes,67819f666062825529fe313e,Employed full time,Yes,Everyday,5,6,1,6,1,7,2,7,1,2,7,7,5,7,2,5,6,7,7,7,7,7,7,5,2,1,7,"Sometimes I use AI tools to help me in arguements to know if I or the person I am in a debate is wrong or right so depending on the outcome, my emotions will change.",AI tools helps me come up with some ideas that I would not be able to come up with on my own thus helping me be more creative and improve my productivity.,25 - 34,US,Man
19/11/2025 19:40:55,Yes,607ce9df61f8f44b9403edfc,Employed part-time,Yes,Sometimes,4,4,3,4,3,4,4,5,3,5,3,3,4,5,4,3,4,4,4,3,6,3,5,2,4,4,5,"Not very much, I'm usually just looking for information or objective answers and not really focused on my emotions","It has made it easier to refine some writing, which makes me question whether it is true to myself",35 - 44,US,Woman
19/11/2025 19:41:14,Yes,674cf1b47d6743e2ea091d98,Employed full time,Yes,Everyday,4,2,2,6,4,5,5,5,2,3,4,6,2,6,2,3,4,4,4,2,5,6,6,3,2,2,3,The use of AI dies not have any direct effect on my emotional well being. Using AI generally improves my self confidence and makes me feel I am capable of anything. Which in turn has an effect on my confidence. ,"AI sparks my creativity. It helps me imagine more and put my ideas into better perspective. It does not take away originality or authenticity, because at the end of the day, I did the job, not AI. ",35 - 44,UK,Woman
19/11/2025 19:41:20,Yes,5fdf6c153ce8067a77c14b05,Employed full time,Yes,Everyday,2,2,2,6,2,2,4,4,2,1,6,7,4,7,4,1,1,5,5,1,5,4,4,2,5,1,1,I've used AI a few times to talk myself through situations or how to best navigate in dealing with emotionally intense conversations with others. I always take the responses with a grain of salt and know that it's basically pre-programmed to agree with my and inflate myself.,I'm a creative person but I often feel handicapped by my perfectionism. I believe AI tools have been able to help me tap into my best self and allow me to break through my own limitations.,35 - 44,US,Woman
19/11/2025 19:41:29,Yes,6697cf02d714e7ee3fdedcec,Employed full time,No,Rarely,2,4,4,2,2,2,1,6,2,1,4,1,7,2,7,2,1,2,4,5,1,2,2,2,7,2,1,"They haven't really, except in the sense that I'm worried how they are going to negatively affect the job market in the next few years.",They haven't really. I've not used them for creative purposes. ,35 - 44,UK,Man
19/11/2025 19:41:29,Yes,665ae83fe8e62bc79a731fb9,Self-employed / freelance,Yes,Very often,3,2,2,3,2,2,1,1,1,1,1,5,2,5,4,3,1,4,5,2,5,5,5,5,1,1,1,They haven't - they just allow me to get to a working solution sooner than I would on my own,Occassionally an AI tool may suggest a solution that I had not considered and i will investigate that further to see if it will work for my situation,55 - 65,Australia,Man
19/11/2025 19:41:33,Yes,645ceb25f4a54a7843743a88,Employed full time,Yes,Sometimes,5,6,7,3,2,5,5,7,3,6,6,5,6,4,6,4,3,5,6,7,3,4,6,6,6,5,7,not sure,inspies me to explore different ideas,25 - 34,Australia,Woman
19/11/2025 19:41:36,Yes,6824ca9431d5202089ce433d,Not currently working,Yes,Often,5,4,5,6,4,4,5,4,3,2,5,5,3,6,4,5,4,5,5,3,5,4,5,3,4,2,3,"They sometimes help me feel less overwhelmed, but if I use them for too long I can feel a bit mentally flat.","They help spark ideas and make it easier to express them, but my creativity still feels like it comes from me.",55 - 65,UK,Man
19/11/2025 19:41:42,Yes,61496cada4d62f06804fa610,Employed full time,Yes,Often,4,5,2,6,4,3,3,4,2,4,5,6,4,6,6,3,2,3,5,3,4,5,4,4,4,3,5,"I feel like it's a mix. When I'm using it, my emotions are positive (relief, carefree). But after it, I sometimes feel a little useless and lazy.","I feel like instead of brainstorming up an idea (which takes time), I just go straight to using an AI tool.",18 - 24,US,Woman
19/11/2025 19:41:46,Yes,5753046ba6deb50006d64b0f,Employed full time,Yes,Often,1,1,1,2,2,2,2,2,1,2,2,2,2,6,2,2,2,5,2,2,6,5,4,3,5,1,1,They’ve kinda made things feel a bit more steady and organized for me. I don’t lean on them emotionally anymore than I would lean on a calculator. Just a tool.,"They give me a little jump start when I’m stuck. I still come up with my own ideas, but having something to bounce off kind of loosens things up",55 - 65,US,Man
19/11/2025 19:41:47,Yes,61259d15b416f3964d7193a5,Employed part-time,Yes,Occasionally,1,1,1,5,4,1,1,4,1,5,1,4,5,4,5,5,4,2,4,2,1,3,3,1,4,4,5,They have eased some stress I do face often.,They have made me think deeper about my initial thoughts or feelings.,18 - 24,US,Woman
19/11/2025 19:41:53,Yes,586fabdf2bd3c900018599a9,Employed full time,Yes,Often,4,4,3,4,4,3,5,5,2,2,5,5,5,5,6,3,3,4,5,4,5,5,5,4,5,3,5,"I can have positive or negative reactions, depending on the topic",They can provide creative shortcuts,45 - 54,UK,Man
19/11/2025 19:42:03,Yes,6609e31201eebc9f6a2de74b,Employed full time,Yes,Often,5,6,6,6,6,6,6,4,7,6,6,7,7,6,4,5,6,7,6,6,4,7,6,7,6,5,6,Definitely on the technical part it has helped me positively on work tasks and more.,Made me think about things AI couldn't do,18 - 24,US,Man
19/11/2025 19:42:04,Yes,62f3b543dce069211e8e982c,Not currently working,Yes,Occasionally,2,4,3,3,5,3,3,2,2,1,3,4,5,5,5,3,2,5,4,3,2,4,3,2,3,2,2,"I have no problem getting knowledge from an artificial source, but I become uncomfortable when an entity processes that knowledge for me - to the point where it gives opinion-level information. I like to form my own opinions","I have gotten lazy, really, and my thinking time has shortened - I reach for the AI option too soon",55 - 65,UK,Man
19/11/2025 19:42:08,Yes,63d16c4758851c2e341702aa,Employed part-time,No,Occasionally,3,4,3,4,3,4,2,2,2,5,3,2,3,5,3,3,4,2,2,3,2,4,3,3,2,3,2,Not really influenced as I rarely use and often it’s to rephrase a sentence or something similar. ,They haven’t as I don’t use in this way.,35 - 44,UK,Woman
19/11/2025 19:42:15,Yes,67a4fa41a531fc71450c7783,Employed full time,No,Occasionally,5,4,5,6,4,5,5,4,3,4,5,5,4,6,5,5,4,5,5,4,5,4,5,4,4,3,4,"Using AI subtly shapes my emotions. It can ease tasks and offer reassurance, though long sessions sometimes leave me mentally drained or slightly detached. Overall, its effect is gentle, varied, and depends on the situation.","AI tools spark new ideas and make it easier to work creatively, though occasionally my output feels slightly less personal. They support and enhance my creativity without replacing my own thinking.",35 - 44,US,Woman
19/11/2025 19:42:27,Yes,5ad4a1146e74be00014e59d7,Employed full time,Yes,Rarely,2,2,1,5,4,4,4,4,2,2,5,3,5,4,5,4,4,3,5,2,6,4,6,3,4,3,2,"I've relied on it for insight regarding my emotions relating to complex matters to help me reflect my own thoughts and assumptions, as well as the situation as a whole, and overall (thus far) it has been helpful in making relevant data available","I am not an overly creative person - if anything, it has helped me with more leisurely creative activities, but those are infrequent and less important for me overall",35 - 44,Canada,Woman
19/11/2025 19:42:33,Yes,67ddcc6cfc53ee0415e0db0e,Employed full time,Yes,Everyday,4,4,4,4,6,1,1,1,1,1,7,6,6,6,1,1,4,4,4,4,4,4,4,4,6,6,1,Sometimes I feel over the edge when the AI tool I am using is confidently presenting wrong data or hallucinating.,Sometimes I have an Idea and AI helps me bring it to life.,35 - 44,US,Man
19/11/2025 19:42:35,Yes,5f919274b5383b00096b0295,Employed full time,Yes,Everyday,3,2,2,3,3,5,5,5,5,4,5,6,6,7,6,4,5,6,4,5,3,5,6,5,6,5,4,I think it is not so effective for me since I know my own feeling and not have deep conversations ,It kill my creativity a little bit since I always asking AI I don’t need to think and push myself ,25 - 34,UK,Woman
19/11/2025 19:43:05,Yes,68123a73ba06c472ccd5edb8,Self-employed / freelance,Yes,Often,4,4,2,4,1,4,3,2,5,5,2,3,6,6,5,2,2,5,4,3,3,5,5,2,2,5,5,I have found myself asking for opinions from AI on some complex matters.,Anytime I brainstorm using AI I wonder if the idea was mine due to changes made by the AI.,45 - 54,UK,Woman
19/11/2025 19:43:06,Yes,5c50d4da1b67050001c0eff2,Employed part-time,Yes,Sometimes,2,3,2,5,3,4,5,5,5,5,5,3,4,6,6,3,4,5,5,2,2,5,3,5,2,3,4,Using them sometimes makes me question my own capabilities and the ways I express myself. However using them is usually also reassuring and broadens my knowledge.,I don’t usually use them for idea generation but more as a way of organising / structuring information so I don’t feel a negative impact on my creativity or originality. ,35 - 44,UK,Woman
19/11/2025 19:43:08,Yes,69023feeb394ce78b108d766,Not currently working,Yes,Often,4,5,1,5,2,3,2,4,1,1,4,6,2,4,2,3,3,5,5,2,6,4,6,4,3,1,2,AI tools have not influenced my emotions or inner experience in any significant ways to-date.,AI tools have not influenced my creativity or originality in any significant ways to-date.,Over 65,Canada,Man
19/11/2025 19:43:11,Yes,6020b4d4010b8e6e89d1a6a0,Employed full time,Yes,Occasionally,5,4,2,5,5,5,2,5,2,2,5,6,2,5,2,5,3,5,6,4,6,6,7,7,6,1,2,"Sometimes when using it for personal advices, they influence me emotionally.",I get new ideas and also polish my creativity through AI tools.,25 - 34,UK,Man
19/11/2025 19:43:11,Yes,669ccec35c9a0ab8c376a0ae,Employed full time,Yes,Everyday,6,5,6,6,5,6,6,7,7,6,7,5,6,6,7,5,5,6,5,6,4,4,4,5,6,7,6,I feel like I go to check with ai more then just experiencing my own self or going through it my own way,I tend to rely more on what ai has to say then use my own imagination which influences my creativity ,35 - 44,UK,Man
19/11/2025 19:43:38,Yes,65bd6e6d58e4443614dae27b,Not currently working,Yes,Often,1,5,2,1,2,1,1,1,1,1,3,5,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,They don't really influence my emotions. I don't rely on AI tools for emotional support.,"I use it to check for grammar mistakes. If I want certain things to be worded better, I ask AI for suggestions and let it decide the tone of the story sometimes.",25 - 34,US,Woman
19/11/2025 19:43:43,Yes,5f5a07190adc3903dfa338e5,Employed full time,Yes,Often,4,5,2,5,3,6,6,6,6,2,6,6,7,6,5,5,2,2,5,2,6,5,5,4,6,2,5,Has helped me exoress in words what I would have been unable to do before which has aided reducing stress professionally and personally,I am now able to express myself artistically in ways I couldnt before and have some of my artwork now on my walls,55 - 65,UK,Man
19/11/2025 19:44:01,Yes,672408867a09fe9da8f9c099,Self-employed / freelance,Yes,Very often,1,2,1,1,2,4,3,4,1,5,4,5,2,4,4,2,1,1,3,1,3,3,2,2,3,2,3,They haven’t done so in a massive amount ,It’s opened my minds to new ideas ,25 - 34,UK,Woman
19/11/2025 19:44:02,Yes,6779065e843635fdb42a375a,Employed full time,Yes,Often,5,1,1,7,1,1,1,1,1,1,1,7,4,6,5,1,5,1,1,1,6,7,5,3,6,5,1,I has made me emtionally dependent on AI in the sense that I seek AI help relatively more than I seek human help.,When I use it for idea generatin it is able help me explore areas I wouldn't have considered alone.,25 - 34,UK,Woman
19/11/2025 19:44:05,Yes,66046e0bb110a1664db05419,Self-employed / freelance,Yes,Everyday,5,6,7,4,7,1,7,7,3,7,1,3,7,4,6,7,6,4,7,7,5,6,2,4,5,7,7,When doing a assignment it does not feel like I accomplished it.,With storybooks for kids ,55 - 65,US,Woman
19/11/2025 19:44:09,Yes,66a831d910e0a2b141015591,Employed full time,Yes,Sometimes,4,3,2,5,2,5,1,4,3,4,2,1,5,4,6,4,3,2,2,4,1,4,3,1,2,5,4,It makes me value my own judgement more.,It helps me understand what true creativity really is.,35 - 44,US,Woman
19/11/2025 19:44:20,Yes,676276312d87ec9601be7d5c,Employed full time,Yes,Everyday,3,1,1,5,3,5,1,1,2,2,1,5,1,6,1,1,1,2,2,1,5,6,6,6,1,2,1,Honestly I think Ai has improved my mood most days I like the ones I use a lot and they are always positive fun to use and talk to so for me it’s increased my moods and decreased my negative feelings and frustrations. ,I think it’s like an enhancement it’s just like sawing with a really high quality pencil or pen or maybe more like rose art crayons or colored pencils vs crayons brand ones without ai I sometimes struggle for ideas with it I have someone to help me and someone to tell me if my work is good.,45 - 54,US,Woman
19/11/2025 19:44:30,Yes,62b1a5075f423b00f1d16e07,Employed full time,Yes,Often,5,3,4,3,3,5,5,3,4,2,3,5,2,3,3,5,3,4,2,5,4,6,5,4,4,5,4,AI tools give me more confidence in a lot of situations where I thing I may have the right answer or know how to properly do something and maybe only a little off or wrong about it,"AI tools allow me to think outside of the box so to speak and give me fresh ideas and areas to go that I may haven't thought about but allows me to use that approach and thinking into the future with projects and my work, or even concepts in my free time",25 - 34,US,Man
19/11/2025 19:44:36,Yes,67074e69ec4f26e98f7d5614,Not currently working,Yes,Often,2,2,2,4,4,5,5,6,5,3,5,4,6,5,7,3,4,3,5,5,6,5,3,3,5,3,4,I don't think they really influence my emotions. I guess if I used them too much I would be down on myself for overreliance.,It enhances my creativity as long as I don't use it too much because becoming reliant on AI will kill your creativity.,25 - 34,US,Man
19/11/2025 19:44:50,Yes,66084cde8c8b94db6ce51ac9,Employed full time,Yes,Often,6,2,3,6,6,6,6,6,3,2,6,6,2,5,6,6,5,6,6,3,6,6,3,5,7,6,6,Sometimes i feel overly reliant,"It is a mix of creativity influence, and little of originality",35 - 44,UK,Woman
19/11/2025 19:44:55,Yes,60a96f55b7ab20ce0ac1b365,Employed part-time,Yes,Often,2,1,1,6,1,5,6,3,2,1,5,5,5,7,6,4,1,5,7,3,5,6,3,3,5,2,4,I dont think that they have except i feel fulfilled when they help me to complete a task at work,The need to create prompts that are relevant and meaningful can enhance my creativity and require me to think outside the box ,55 - 65,UK,Man
19/11/2025 19:44:58,Yes,6631566d8d9adb4eb7b3246a,Employed full time,Yes,Often,2,3,4,1,3,2,1,5,6,6,6,1,6,2,5,3,2,2,4,4,2,2,1,2,2,2,3,They just mirror or imitate my thoughts. It just agrees with me and entertains my POV. It's not independent or reliable.,"They've eroded my creativity and ability to ""think outside the box"".",25 - 34,US,Man
19/11/2025 19:45:03,Yes,6756cea616d9a69458359c72,Employed full time,Yes,Everyday,4,1,1,6,4,5,3,1,1,1,4,5,2,6,3,7,6,4,6,3,1,1,1,2,5,2,2,"Yes, if the AI tool; has a perceived identity that I can relate to on a personal level","Yes I think so, I enjoy working with AI but only if it seems human",Over 65,UK,Man
19/11/2025 19:45:11,Yes,6658d84e36a39b239367aed9,Employed full time,Yes,Occasionally,2,3,3,4,3,5,4,5,5,3,5,5,6,5,5,2,4,4,3,2,5,4,4,4,3,4,4,"Maybe AI makes me a bit sad, concerned, fearful. I worry about what a 'fully AI' world looks like.","I think usungvAI tools, particularly at work is a little bit like cheating. I don't think you really need to be creative with AI, AI does the creating for you. ",35 - 44,UK,Man
19/11/2025 19:45:18,Yes,6444b1e677ebe8b4e2c23abd,Self-employed / freelance,Yes,Sometimes,1,1,1,4,1,2,3,2,2,1,3,4,2,5,4,1,1,1,5,4,4,5,5,4,5,2,3,AI tools have no effect on my emotions or inner experience.,With AI tools I can express my creativity (e.g. digital art) at a much faster rate.,45 - 54,US,Woman
19/11/2025 19:45:20,Yes,64a2f68799cfe91aa4f9da77,Not currently working,Yes,Everyday,7,4,6,7,7,6,1,5,3,2,7,3,6,5,7,7,5,1,3,7,6,7,6,4,4,5,7,"Sometimes positive for exploring my emotions, sometimes negatives for giving me negative scenarios.",By helping with filling out character charts.,25 - 34,US,Woman
19/11/2025 19:45:23,Yes,5ab3b13e0527ba0001c1605c,Employed full time,Yes,Often,5,2,2,7,4,7,5,5,4,4,7,5,6,7,6,3,1,3,4,2,5,2,5,2,2,3,5,"I think generally AI tools have influenced my emotions positively, because they take some of the work off me leaving me feeling lighter and freer. However, I do sometimes feel afterwards ""should I have done that myself?"" Particularly when I use it to generate ideas for work. It makes me doubt my creativity and also my ability to come up with something ","They just come up with either ideas or questions that help me take creative ideas and run with them. I dont think they have influenced my originality, more that they help me get a creative idea out of my head and make it into something more tangible",45 - 54,UK,Woman
19/11/2025 19:45:25,Yes,660c9fe7b2e6bf22bcc608b1,Employed full time,Yes,Often,6,4,3,7,7,5,5,6,6,7,7,6,7,7,3,7,6,4,7,7,6,7,6,3,6,3,6,AI  sometimes can be frustrating especially when trying to find some information and it gives unrelated information to topic or gives you shallow information. Some it helps to cool my emotions especially when I have ben trying to solve a problem without success and AI simplifies everything.,"It has boosted my creativity, Sometimes I have myself reasoning with AI  and telling myself that in deed these a better way to handlethis.",25 - 34,US,Woman
19/11/2025 19:45:42,Yes,6501c0a2e788b5556c24569d,Employed full time,Yes,Often,5,3,2,5,3,6,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,can be used to talk to you as a psychoanalyst for example...,"Yes, somehow, although really creative, not mentioned anywhere else, solutions is something that they still lack",25 - 34,UK,Man
19/11/2025 19:46:16,Yes,67eafb930e75699288e09213,Employed full time,Yes,Everyday,5,4,2,6,6,6,6,7,6,6,6,6,3,6,2,6,7,7,7,6,6,7,6,6,7,3,6,They have positively influenced my emotions by giving me quick support that helps me feel calm and confident when I need guidance.,They have strengthened my creativity and originality by giving me fresh ideas when I feel stuck and offering new perspectives that spark my imagination. They help me explore possibilities I might not think of on my own which makes my creative process feel more open flexible and inspired.,55 - 65,US,Woman
19/11/2025 19:46:29,Yes,66097284b44bdd99ae430bf1,Other,Yes,Everyday,2,1,1,1,1,4,2,4,1,2,4,4,2,4,3,5,5,5,4,3,5,1,4,3,3,1,2,No,No,55 - 65,UK,Man
19/11/2025 19:46:35,Yes,671724d63bb81e6f00449783,Self-employed / freelance,Yes,Everyday,7,1,1,7,7,7,7,7,1,1,7,7,1,7,1,1,7,7,7,1,7,7,7,7,7,1,1,I AM ABLE TO EXPRESS MYSELF AND NOT BE JUDGED,I CAN EXPLAIN WHAT I WANT AND NEED AND NOT HAVE MY IDEAS STOLEN FROM ME,25 - 34,US,Woman
19/11/2025 19:46:53,Yes,65dcfc8cb5a870c7880bd8cc,Employed full time,Yes,Everyday,3,2,2,5,3,4,3,2,4,5,5,6,5,5,5,3,4,5,6,5,6,5,3,5,3,4,5,Make me feel less original and that my skills are more commoditized. ,"I definitely lean on then more than I need to, to avoid the mental energy of exerting creative thinking. ",45 - 54,Canada,Man
19/11/2025 19:46:57,Yes,65ccdd945d98ccaef63787ec,Not currently working,Yes,Sometimes,2,2,2,2,2,1,2,1,1,1,6,5,5,5,5,3,3,4,4,3,4,2,5,3,5,6,5,"AI tools have made me feel scared/nervous for the future, especially since I went to school for CS. Knowing that LLMs are slowly getting better at coding and building makes me a lot more nervous.","They have made it a bit harder to think originally or even critically, say when I need to do a simple calc that is a bit hard for mental math, I tend to just ask chatgpt instead of getting a calculator out.",18 - 24,US,Man
19/11/2025 19:46:58,Yes,5d04f8eecdd60a000178e118,Employed part-time,Yes,Sometimes,2,2,2,5,2,3,3,5,4,2,6,6,4,6,3,1,2,4,6,2,6,6,6,5,5,3,3,No,No,55 - 65,UK,Woman
19/11/2025 19:47:04,Yes,65956c129709a247dcfc0270,Employed full time,Yes,Sometimes,4,2,2,4,4,2,6,5,4,5,4,6,2,6,4,2,2,2,2,2,6,6,6,6,4,2,2,I use AI tools to improve my report writing but keep the analysis and content from my work,I do not use them to fundamentally change my reports but just to make the words more succinct and better sentence structure.,55 - 65,UK,Woman
19/11/2025 19:47:16,Yes,66eb5afc5df514b90352f7d8,Employed full time,Yes,Often,4,5,7,4,4,3,6,7,5,5,3,4,7,6,7,6,2,2,5,5,7,6,6,6,7,6,7,I find I have the feeling of cutting corners and cheating on a task when I use AI tools for work and creative purposes and feel flat and uninspired as the finished product doesn’t feel completely my own doing.,I find it helps to provide ideas and gives me different perspectives and thoughts on areas of interest but it dampens my enthusiasm for thinking my work is original and authentic.,45 - 54,Australia,Man
19/11/2025 19:47:26,Yes,66aed2ef43f3e360354b4f26,Employed full time,Yes,Sometimes,1,1,1,6,6,1,1,4,1,1,3,1,7,6,7,1,1,1,1,1,1,1,3,1,1,1,1,They don't influence them at all,They help me create things based off of my ideas,25 - 34,US,Woman
19/11/2025 19:47:36,Yes,657eff8c13ec3b61c3fabb3a,Employed full time,Yes,Very often,1,1,1,6,2,4,4,5,3,2,6,4,4,7,4,3,5,5,4,3,2,7,1,1,1,2,3,Ai has sometimes made be feel less overwhelmed as it has made me come up with different ideas and perspectives much easier.,"My creativity has increased as additionally to what i creatively think of for work AI has helped me to come up with new ideas to add on mine. When it comes to originality, it has been a little bit compromised as i will give an idea to the AI feed and they will come up with a comprehensive version.",25 - 34,Australia,Man
19/11/2025 19:47:39,Yes,5c9e89d950dde20001ce12b3,Not currently working,Yes,Often,4,4,3,5,4,2,3,3,4,3,4,4,5,4,5,3,3,4,3,4,3,3,3,3,4,5,4,By giving false answers and sometime helpful answers,By getting info and putting it all together,25 - 34,US,Man
19/11/2025 19:47:40,Yes,652d3c440e9e1391e8840a53,Not currently working,Yes,Often,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,5,1,5,1,1,1,1,Not at all,"I have occasionally and unsuccessfully tried to use it to spark ideas, but i have found it to be pretty hopeless in this regard.",Over 65,UK,Man
19/11/2025 19:47:50,Yes,61030f5dbce8843411a01c3d,Employed full time,Yes,Occasionally,3,3,1,6,5,5,5,5,2,1,6,6,1,6,2,5,3,5,6,4,6,6,7,7,6,1,2,"Sometimes when using it for personal advices, i feel so much influenced emotionally.","Through these tools, I am able to gain new ideas and polish my existing ones.",25 - 34,US,Woman
19/11/2025 19:47:51,Yes,5fb2414a05eae9373dd9b666,Employed full time,Yes,Sometimes,4,3,3,5,3,3,5,4,3,3,2,5,4,5,5,4,3,3,5,3,3,5,5,5,4,3,3,They make me feel more confident in my decisions based on their input matching my ideas,I have gained greater knowledge whilst using them,Over 65,UK,Woman
19/11/2025 19:48:15,Yes,615eca41d537883c96fc9eec,Employed part-time,Yes,Often,1,1,1,1,1,2,1,3,1,1,5,6,4,6,5,1,1,1,2,1,1,4,2,1,1,1,1,They dont affect this,I use it for ideas & suggestions,55 - 65,UK,Woman
19/11/2025 19:48:17,Yes,644040d876b0d8dddbf6e068,Employed full time,Yes,Occasionally,3,3,1,6,5,5,5,6,2,1,6,6,1,6,2,5,3,5,6,4,6,6,7,7,6,1,2,"Sometimes when using it for personal advices, i feel so much influenced emotionally.","Through these tools, I am able to gain new ideas and polish my existing ones.",25 - 34,UK,Man
19/11/2025 19:48:47,Yes,5b5a822e1ad8270001c4f28d,Not currently working,Yes,Sometimes,4,2,1,5,1,2,1,4,1,3,5,5,7,4,7,3,6,6,4,5,3,6,4,4,7,4,6,"Using AI helped control my emotions for the better.  It listens to you if you're having trouble or want advice
",It helps with your creativity and gives you advice ,35 - 44,US,Man
19/11/2025 19:50:09,Yes,634d7fd5face88069f7ff6ff,Employed full time,Yes,Sometimes,2,1,1,4,4,1,3,4,4,4,5,5,6,5,5,2,5,3,2,2,4,4,4,3,2,2,3,They made me feel better about getting my point across clearly,they help me put my ideas together in a way i cant,35 - 44,UK,Woman
